mID,Date,RoomNumber,cID,ClassName,StartHour,EndHour,MeetingDurationMinutes,Year,Month
3008,2021-01-20 07:00:00,361,9,A18,7,8,41,2021,01
3009,2021-01-20 08:00:00,781,17,A18,8,9,41,2021,01
3010,2021-01-20 09:00:00,256,5,A18,9,10,41,2021,01
3011,2021-01-20 10:00:00,769,38,A18,10,11,41,2021,01
3012,2021-01-20 07:00:00,687,1,A17,7,8,41,2021,01
3013,2021-01-20 08:00:00,687,39,A17,8,9,41,2021,01
3014,2021-01-20 07:00:00,478,3,A15,7,8,41,2021,01
3015,2021-01-20 08:00:00,843,2,A15,8,9,41,2021,01
3016,2021-01-20 09:00:00,947,15,A15,9,10,41,2021,01
3017,2021-01-20 10:00:00,348,41,A15,10,11,41,2021,01
3018,2021-01-20 07:00:00,781,10,A14,7,8,41,2021,01
3019,2021-01-20 08:00:00,478,11,A14,8,9,41,2021,01
3020,2021-01-20 09:00:00,781,42,A14,9,10,41,2021,01
3021,2021-01-20 07:00:00,947,45,B17,7,8,41,2021,01
3022,2021-01-20 08:00:00,947,1,B17,8,9,41,2021,01
3023,2021-01-20 07:00:00,843,48,B14,7,8,41,2021,01
3024,2021-01-20 09:00:00,348,11,B14,9,10,41,2021,01
3025,2021-01-20 10:00:00,947,10,B14,10,11,41,2021,01
3026,2021-01-20 07:00:00,769,8,C16,7,8,41,2021,01
3027,2021-01-20 08:00:00,779,19,C16,8,9,41,2021,01
3028,2021-01-20 09:00:00,478,52,C16,9,10,41,2021,01
3029,2021-01-20 10:00:00,256,18,C16,10,11,41,2021,01
3030,2021-01-20 11:00:00,478,4,C16,11,12,41,2021,01
3031,2021-01-20 12:00:00,769,14,C16,12,13,41,2021,01
3032,2021-01-20 13:00:00,947,16,C16,13,14,41,2021,01
3033,2021-01-20 10:00:00,843,3,C15,10,11,41,2021,01
3034,2021-01-20 11:00:00,361,15,C15,11,12,41,2021,01
3035,2021-01-20 13:00:00,361,2,C15,13,14,41,2021,01
3036,2021-01-20 14:00:00,779,53,C15,14,15,41,2021,01
3037,2021-01-20 07:00:00,256,54,C14,7,8,41,2021,01
3038,2021-01-20 11:00:00,687,11,C14,11,12,41,2021,01
3039,2021-01-20 15:00:00,687,10,C14,15,16,41,2021,01
3040,2021-01-21 07:00:00,256,9,A18,7,8,41,2021,01
3041,2021-01-21 08:00:00,348,17,A18,8,9,41,2021,01
3042,2021-01-21 09:00:00,781,5,A18,9,10,41,2021,01
3043,2021-01-21 10:00:00,478,38,A18,10,11,41,2021,01
3044,2021-01-21 07:00:00,769,1,A17,7,8,41,2021,01
3045,2021-01-21 08:00:00,687,39,A17,8,9,41,2021,01
3046,2021-01-21 07:00:00,947,3,A15,7,8,41,2021,01
3047,2021-01-21 08:00:00,947,2,A15,8,9,41,2021,01
3048,2021-01-21 09:00:00,348,15,A15,9,10,41,2021,01
3049,2021-01-21 10:00:00,781,41,A15,10,11,41,2021,01
3050,2021-01-21 07:00:00,687,10,A14,7,8,41,2021,01
3051,2021-01-21 08:00:00,478,11,A14,8,9,41,2021,01
3052,2021-01-21 09:00:00,361,42,A14,9,10,41,2021,01
3053,2021-01-21 07:00:00,779,45,B17,7,8,41,2021,01
3054,2021-01-21 08:00:00,769,1,B17,8,9,41,2021,01
3055,2021-01-21 07:00:00,843,48,B14,7,8,41,2021,01
3056,2021-01-21 09:00:00,843,11,B14,9,10,41,2021,01
3057,2021-01-21 10:00:00,348,10,B14,10,11,41,2021,01
3058,2021-01-21 07:00:00,478,8,C16,7,8,41,2021,01
3059,2021-01-21 08:00:00,256,19,C16,8,9,41,2021,01
3060,2021-01-21 09:00:00,478,52,C16,9,10,41,2021,01
3061,2021-01-21 10:00:00,769,18,C16,10,11,41,2021,01
3062,2021-01-21 11:00:00,843,4,C16,11,12,41,2021,01
3063,2021-01-21 12:00:00,348,14,C16,12,13,41,2021,01
3064,2021-01-21 13:00:00,843,16,C16,13,14,41,2021,01
3065,2021-01-21 10:00:00,256,3,C15,10,11,41,2021,01
3066,2021-01-21 11:00:00,947,15,C15,11,12,41,2021,01
3067,2021-01-21 13:00:00,947,2,C15,13,14,41,2021,01
3068,2021-01-21 14:00:00,361,53,C15,14,15,41,2021,01
3069,2021-01-21 07:00:00,781,54,C14,7,8,41,2021,01
3070,2021-01-21 11:00:00,256,11,C14,11,12,41,2021,01
3071,2021-01-21 15:00:00,843,10,C14,15,16,41,2021,01
3072,2021-01-22 07:00:00,779,9,A18,7,8,41,2021,01
3073,2021-01-22 08:00:00,843,17,A18,8,9,41,2021,01
3074,2021-01-22 09:00:00,769,5,A18,9,10,41,2021,01
3075,2021-01-22 10:00:00,947,38,A18,10,11,41,2021,01
3076,2021-01-22 07:00:00,256,1,A17,7,8,41,2021,01
3077,2021-01-22 08:00:00,947,39,A17,8,9,41,2021,01
3078,2021-01-22 07:00:00,769,3,A15,7,8,41,2021,01
3079,2021-01-22 08:00:00,478,2,A15,8,9,41,2021,01
3080,2021-01-22 09:00:00,779,15,A15,9,10,41,2021,01
3081,2021-01-22 10:00:00,361,41,A15,10,11,41,2021,01
3082,2021-01-22 07:00:00,361,10,A14,7,8,41,2021,01
3083,2021-01-22 08:00:00,348,11,A14,8,9,41,2021,01
3084,2021-01-22 09:00:00,843,42,A14,9,10,41,2021,01
3085,2021-01-22 07:00:00,478,45,B17,7,8,41,2021,01
3086,2021-01-22 08:00:00,256,1,B17,8,9,41,2021,01
3087,2021-01-22 07:00:00,348,48,B14,7,8,41,2021,01
3088,2021-01-22 09:00:00,256,11,B14,9,10,41,2021,01
3089,2021-01-22 10:00:00,769,10,B14,10,11,41,2021,01
3090,2021-01-22 07:00:00,947,8,C16,7,8,41,2021,01
3091,2021-01-22 08:00:00,361,19,C16,8,9,41,2021,01
3092,2021-01-22 09:00:00,687,52,C16,9,10,41,2021,01
3093,2021-01-22 10:00:00,781,18,C16,10,11,41,2021,01
3094,2021-01-22 11:00:00,781,4,C16,11,12,41,2021,01
3095,2021-01-22 12:00:00,843,14,C16,12,13,41,2021,01
3096,2021-01-22 13:00:00,947,16,C16,13,14,41,2021,01
3097,2021-01-22 10:00:00,687,3,C15,10,11,41,2021,01
3098,2021-01-22 11:00:00,779,15,C15,11,12,41,2021,01
3099,2021-01-22 13:00:00,478,2,C15,13,14,41,2021,01
3100,2021-01-22 14:00:00,769,53,C15,14,15,41,2021,01
3101,2021-01-22 07:00:00,843,54,C14,7,8,41,2021,01
3102,2021-01-22 11:00:00,256,11,C14,11,12,41,2021,01
3103,2021-01-22 15:00:00,348,10,C14,15,16,41,2021,01
3104,2021-01-25 07:00:00,687,9,A18,7,8,41,2021,01
3105,2021-01-25 08:00:00,361,17,A18,8,9,41,2021,01
3106,2021-01-25 09:00:00,478,5,A18,9,10,41,2021,01
3107,2021-01-25 10:00:00,478,38,A18,10,11,41,2021,01
3108,2021-01-25 07:00:00,478,1,A17,7,8,41,2021,01
3109,2021-01-25 08:00:00,843,39,A17,8,9,41,2021,01
3110,2021-01-25 07:00:00,843,3,A15,7,8,41,2021,01
3111,2021-01-25 08:00:00,769,2,A15,8,9,41,2021,01
3112,2021-01-25 09:00:00,781,15,A15,9,10,41,2021,01
3113,2021-01-25 10:00:00,348,41,A15,10,11,41,2021,01
3114,2021-01-25 07:00:00,769,10,A14,7,8,41,2021,01
3115,2021-01-25 08:00:00,256,11,A14,8,9,41,2021,01
3116,2021-01-25 09:00:00,687,42,A14,9,10,41,2021,01
3117,2021-01-25 07:00:00,256,45,B17,7,8,41,2021,01
3118,2021-01-25 08:00:00,781,1,B17,8,9,41,2021,01
3119,2021-01-25 07:00:00,781,48,B14,7,8,41,2021,01
3120,2021-01-25 09:00:00,843,11,B14,9,10,41,2021,01
3121,2021-01-25 10:00:00,361,10,B14,10,11,41,2021,01
3122,2021-01-25 07:00:00,348,8,C16,7,8,41,2021,01
3123,2021-01-25 08:00:00,478,19,C16,8,9,41,2021,01
3124,2021-01-25 09:00:00,348,52,C16,9,10,41,2021,01
3125,2021-01-25 10:00:00,687,18,C16,10,11,41,2021,01
3126,2021-01-25 11:00:00,348,4,C16,11,12,41,2021,01
3127,2021-01-25 12:00:00,769,14,C16,12,13,41,2021,01
3128,2021-01-25 13:00:00,781,16,C16,13,14,41,2021,01
3129,2021-01-25 10:00:00,843,3,C15,10,11,41,2021,01
3130,2021-01-25 11:00:00,361,15,C15,11,12,41,2021,01
3131,2021-01-25 13:00:00,687,2,C15,13,14,41,2021,01
3132,2021-01-25 14:00:00,256,53,C15,14,15,41,2021,01
3133,2021-01-25 07:00:00,947,54,C14,7,8,41,2021,01
3134,2021-01-25 11:00:00,843,11,C14,11,12,41,2021,01
3135,2021-01-25 15:00:00,779,10,C14,15,16,41,2021,01
3136,2021-01-26 07:00:00,781,9,A18,7,8,41,2021,01
3137,2021-01-26 08:00:00,947,17,A18,8,9,41,2021,01
3138,2021-01-26 09:00:00,256,5,A18,9,10,41,2021,01
3139,2021-01-26 10:00:00,361,38,A18,10,11,41,2021,01
3140,2021-01-26 07:00:00,256,1,A17,7,8,41,2021,01
3141,2021-01-26 08:00:00,769,39,A17,8,9,41,2021,01
3142,2021-01-26 07:00:00,769,3,A15,7,8,41,2021,01
3143,2021-01-26 08:00:00,256,2,A15,8,9,41,2021,01
3144,2021-01-26 09:00:00,478,15,A15,9,10,41,2021,01
3145,2021-01-26 10:00:00,843,41,A15,10,11,41,2021,01
3146,2021-01-26 07:00:00,947,10,A14,7,8,41,2021,01
3147,2021-01-26 08:00:00,781,11,A14,8,9,41,2021,01
3148,2021-01-26 09:00:00,947,42,A14,9,10,41,2021,01
3149,2021-01-26 07:00:00,687,45,B17,7,8,41,2021,01
3150,2021-01-26 08:00:00,348,1,B17,8,9,41,2021,01
3151,2021-01-26 07:00:00,843,48,B14,7,8,41,2021,01
3152,2021-01-26 09:00:00,687,11,B14,9,10,41,2021,01
3153,2021-01-26 10:00:00,348,10,B14,10,11,41,2021,01
3154,2021-01-26 07:00:00,779,8,C16,7,8,41,2021,01
3155,2021-01-26 08:00:00,478,19,C16,8,9,41,2021,01
3156,2021-01-26 09:00:00,781,52,C16,9,10,41,2021,01
3157,2021-01-26 10:00:00,256,18,C16,10,11,41,2021,01
3158,2021-01-26 11:00:00,947,4,C16,11,12,41,2021,01
3159,2021-01-26 12:00:00,843,14,C16,12,13,41,2021,01
3160,2021-01-26 13:00:00,687,16,C16,13,14,41,2021,01
3161,2021-01-26 10:00:00,779,3,C15,10,11,41,2021,01
3162,2021-01-26 11:00:00,781,15,C15,11,12,41,2021,01
3163,2021-01-26 13:00:00,348,2,C15,13,14,41,2021,01
3164,2021-01-26 14:00:00,348,53,C15,14,15,41,2021,01
3165,2021-01-26 07:00:00,361,54,C14,7,8,41,2021,01
3166,2021-01-26 11:00:00,361,11,C14,11,12,41,2021,01
3167,2021-01-26 15:00:00,361,10,C14,15,16,41,2021,01
3168,2021-01-27 07:00:00,843,9,A18,7,8,41,2021,01
3169,2021-01-27 08:00:00,478,17,A18,8,9,41,2021,01
3170,2021-01-27 09:00:00,781,5,A18,9,10,41,2021,01
3171,2021-01-27 10:00:00,348,38,A18,10,11,41,2021,01
3172,2021-01-27 07:00:00,687,1,A17,7,8,41,2021,01
3173,2021-01-27 08:00:00,256,39,A17,8,9,41,2021,01
3174,2021-01-27 07:00:00,947,3,A15,7,8,41,2021,01
3175,2021-01-27 08:00:00,687,2,A15,8,9,41,2021,01
3176,2021-01-27 09:00:00,769,15,A15,9,10,41,2021,01
3177,2021-01-27 10:00:00,478,41,A15,10,11,41,2021,01
3178,2021-01-27 07:00:00,781,10,A14,7,8,41,2021,01
3179,2021-01-27 08:00:00,779,11,A14,8,9,41,2021,01
3180,2021-01-27 09:00:00,478,42,A14,9,10,41,2021,01
3181,2021-01-27 07:00:00,256,45,B17,7,8,41,2021,01
3182,2021-01-27 08:00:00,769,1,B17,8,9,41,2021,01
3183,2021-01-27 07:00:00,478,48,B14,7,8,41,2021,01
3184,2021-01-27 09:00:00,947,11,B14,9,10,41,2021,01
3185,2021-01-27 10:00:00,843,10,B14,10,11,41,2021,01
3186,2021-01-27 07:00:00,361,8,C16,7,8,41,2021,01
3187,2021-01-27 08:00:00,348,19,C16,8,9,41,2021,01
3188,2021-01-27 09:00:00,687,52,C16,9,10,41,2021,01
3189,2021-01-27 10:00:00,256,18,C16,10,11,41,2021,01
3190,2021-01-27 11:00:00,947,4,C16,11,12,41,2021,01
3191,2021-01-27 12:00:00,348,14,C16,12,13,41,2021,01
3192,2021-01-27 13:00:00,361,16,C16,13,14,41,2021,01
3193,2021-01-27 10:00:00,361,3,C15,10,11,41,2021,01
3194,2021-01-27 11:00:00,779,15,C15,11,12,41,2021,01
3195,2021-01-27 13:00:00,769,2,C15,13,14,41,2021,01
3196,2021-01-27 14:00:00,348,53,C15,14,15,41,2021,01
3197,2021-01-27 07:00:00,779,54,C14,7,8,41,2021,01
3198,2021-01-27 11:00:00,769,11,C14,11,12,41,2021,01
3199,2021-01-27 15:00:00,478,10,C14,15,16,41,2021,01
3200,2021-01-28 07:00:00,361,9,A18,7,8,41,2021,01
3201,2021-01-28 08:00:00,687,17,A18,8,9,41,2021,01
3202,2021-01-28 09:00:00,781,5,A18,9,10,41,2021,01
3203,2021-01-28 10:00:00,687,38,A18,10,11,41,2021,01
3204,2021-01-28 07:00:00,779,1,A17,7,8,41,2021,01
3205,2021-01-28 08:00:00,361,39,A17,8,9,41,2021,01
3206,2021-01-28 07:00:00,256,3,A15,7,8,41,2021,01
3207,2021-01-28 08:00:00,256,2,A15,8,9,41,2021,01
3208,2021-01-28 09:00:00,687,15,A15,9,10,41,2021,01
3209,2021-01-28 10:00:00,947,41,A15,10,11,41,2021,01
3210,2021-01-28 07:00:00,843,10,A14,7,8,41,2021,01
3211,2021-01-28 08:00:00,947,11,A14,8,9,41,2021,01
3212,2021-01-28 09:00:00,947,42,A14,9,10,41,2021,01
3213,2021-01-28 07:00:00,348,45,B17,7,8,41,2021,01
3214,2021-01-28 08:00:00,348,1,B17,8,9,41,2021,01
3215,2021-01-28 07:00:00,781,48,B14,7,8,41,2021,01
3216,2021-01-28 09:00:00,256,11,B14,9,10,41,2021,01
3217,2021-01-28 10:00:00,256,10,B14,10,11,41,2021,01
3218,2021-01-28 07:00:00,478,8,C16,7,8,41,2021,01
3219,2021-01-28 08:00:00,478,19,C16,8,9,41,2021,01
3220,2021-01-28 09:00:00,769,52,C16,9,10,41,2021,01
3221,2021-01-28 10:00:00,361,18,C16,10,11,41,2021,01
3222,2021-01-28 11:00:00,769,4,C16,11,12,41,2021,01
3223,2021-01-28 12:00:00,361,14,C16,12,13,41,2021,01
3224,2021-01-28 13:00:00,769,16,C16,13,14,41,2021,01
3225,2021-01-28 10:00:00,769,3,C15,10,11,41,2021,01
3226,2021-01-28 11:00:00,843,15,C15,11,12,41,2021,01
3227,2021-01-28 13:00:00,781,2,C15,13,14,41,2021,01
3228,2021-01-28 14:00:00,779,53,C15,14,15,41,2021,01
3229,2021-01-28 07:00:00,687,54,C14,7,8,41,2021,01
3230,2021-01-28 11:00:00,256,11,C14,11,12,41,2021,01
3231,2021-01-28 15:00:00,779,10,C14,15,16,41,2021,01
3232,2021-01-29 07:00:00,478,9,A18,7,8,41,2021,01
3233,2021-01-29 08:00:00,779,17,A18,8,9,41,2021,01
3234,2021-01-29 09:00:00,478,5,A18,9,10,41,2021,01
3235,2021-01-29 10:00:00,361,38,A18,10,11,41,2021,01
3236,2021-01-29 07:00:00,781,1,A17,7,8,41,2021,01
3237,2021-01-29 08:00:00,348,39,A17,8,9,41,2021,01
3238,2021-01-29 07:00:00,348,3,A15,7,8,41,2021,01
3239,2021-01-29 08:00:00,843,2,A15,8,9,41,2021,01
3240,2021-01-29 09:00:00,769,15,A15,9,10,41,2021,01
3241,2021-01-29 10:00:00,478,41,A15,10,11,41,2021,01
3242,2021-01-29 07:00:00,361,10,A14,7,8,41,2021,01
3243,2021-01-29 08:00:00,478,11,A14,8,9,41,2021,01
3244,2021-01-29 09:00:00,843,42,A14,9,10,41,2021,01
3245,2021-01-29 07:00:00,947,45,B17,7,8,41,2021,01
3246,2021-01-29 08:00:00,769,1,B17,8,9,41,2021,01
3247,2021-01-29 07:00:00,256,48,B14,7,8,41,2021,01
3248,2021-01-29 09:00:00,361,11,B14,9,10,41,2021,01
3249,2021-01-29 10:00:00,781,10,B14,10,11,41,2021,01
3250,2021-01-29 07:00:00,687,8,C16,7,8,41,2021,01
3251,2021-01-29 08:00:00,361,19,C16,8,9,41,2021,01
3252,2021-01-29 09:00:00,779,52,C16,9,10,41,2021,01
3253,2021-01-29 10:00:00,769,18,C16,10,11,41,2021,01
3254,2021-01-29 11:00:00,843,4,C16,11,12,41,2021,01
3255,2021-01-29 12:00:00,781,14,C16,12,13,41,2021,01
3256,2021-01-29 13:00:00,348,16,C16,13,14,41,2021,01
3257,2021-01-29 10:00:00,256,3,C15,10,11,41,2021,01
3258,2021-01-29 11:00:00,769,15,C15,11,12,41,2021,01
3259,2021-01-29 13:00:00,843,2,C15,13,14,41,2021,01
3260,2021-01-29 14:00:00,781,53,C15,14,15,41,2021,01
3261,2021-01-29 07:00:00,779,54,C14,7,8,41,2021,01
3262,2021-01-29 11:00:00,687,11,C14,11,12,41,2021,01
3263,2021-01-29 15:00:00,779,10,C14,15,16,41,2021,01
3264,2021-02-01 07:00:00,361,9,A18,7,8,41,2021,02
3265,2021-02-01 08:00:00,781,17,A18,8,9,41,2021,02
3266,2021-02-01 09:00:00,687,5,A18,9,10,41,2021,02
3267,2021-02-01 10:00:00,769,38,A18,10,11,41,2021,02
3268,2021-02-01 07:00:00,779,1,A17,7,8,41,2021,02
3269,2021-02-01 08:00:00,687,39,A17,8,9,41,2021,02
3270,2021-02-01 07:00:00,947,3,A15,7,8,41,2021,02
3271,2021-02-01 08:00:00,947,2,A15,8,9,41,2021,02
3272,2021-02-01 09:00:00,478,15,A15,9,10,41,2021,02
3273,2021-02-01 10:00:00,781,41,A15,10,11,41,2021,02
3274,2021-02-01 07:00:00,687,10,A14,7,8,41,2021,02
3275,2021-02-01 08:00:00,256,11,A14,8,9,41,2021,02
3276,2021-02-01 09:00:00,843,42,A14,9,10,41,2021,02
3277,2021-02-01 07:00:00,256,45,B17,7,8,41,2021,02
3278,2021-02-01 08:00:00,769,1,B17,8,9,41,2021,02
3279,2021-02-01 07:00:00,781,48,B14,7,8,41,2021,02
3280,2021-02-01 09:00:00,947,11,B14,9,10,41,2021,02
3281,2021-02-01 10:00:00,843,10,B14,10,11,41,2021,02
3282,2021-02-01 07:00:00,478,8,C16,7,8,41,2021,02
3283,2021-02-01 08:00:00,843,19,C16,8,9,41,2021,02
3284,2021-02-01 09:00:00,779,52,C16,9,10,41,2021,02
3285,2021-02-01 10:00:00,361,18,C16,10,11,41,2021,02
3286,2021-02-01 11:00:00,256,4,C16,11,12,41,2021,02
3287,2021-02-01 12:00:00,779,14,C16,12,13,41,2021,02
3288,2021-02-01 13:00:00,361,16,C16,13,14,41,2021,02
3289,2021-02-01 10:00:00,687,3,C15,10,11,41,2021,02
3290,2021-02-01 11:00:00,779,15,C15,11,12,41,2021,02
3291,2021-02-01 13:00:00,781,2,C15,13,14,41,2021,02
3292,2021-02-01 14:00:00,478,53,C15,14,15,41,2021,02
3293,2021-02-01 07:00:00,348,54,C14,7,8,41,2021,02
3294,2021-02-01 11:00:00,781,11,C14,11,12,41,2021,02
3295,2021-02-01 15:00:00,843,10,C14,15,16,41,2021,02
3296,2021-02-02 07:00:00,769,9,A18,7,8,41,2021,02
3297,2021-02-02 08:00:00,781,17,A18,8,9,41,2021,02
3298,2021-02-02 09:00:00,361,5,A18,9,10,41,2021,02
3299,2021-02-02 10:00:00,361,38,A18,10,11,41,2021,02
3300,2021-02-02 07:00:00,687,1,A17,7,8,41,2021,02
3301,2021-02-02 08:00:00,348,39,A17,8,9,41,2021,02
3302,2021-02-02 07:00:00,947,3,A15,7,8,41,2021,02
3303,2021-02-02 08:00:00,947,2,A15,8,9,41,2021,02
3304,2021-02-02 09:00:00,687,15,A15,9,10,41,2021,02
3305,2021-02-02 10:00:00,843,41,A15,10,11,41,2021,02
3306,2021-02-02 07:00:00,779,10,A14,7,8,41,2021,02
3307,2021-02-02 08:00:00,687,11,A14,8,9,41,2021,02
3308,2021-02-02 09:00:00,781,42,A14,9,10,41,2021,02
3309,2021-02-02 07:00:00,348,45,B17,7,8,41,2021,02
3310,2021-02-02 08:00:00,361,1,B17,8,9,41,2021,02
3311,2021-02-02 07:00:00,361,48,B14,7,8,41,2021,02
3312,2021-02-02 09:00:00,769,11,B14,9,10,41,2021,02
3313,2021-02-02 10:00:00,687,10,B14,10,11,41,2021,02
3314,2021-02-02 07:00:00,478,8,C16,7,8,41,2021,02
3315,2021-02-02 08:00:00,478,19,C16,8,9,41,2021,02
3316,2021-02-02 09:00:00,779,52,C16,9,10,41,2021,02
3317,2021-02-02 10:00:00,769,18,C16,10,11,41,2021,02
3318,2021-02-02 11:00:00,687,4,C16,11,12,41,2021,02
3319,2021-02-02 12:00:00,687,14,C16,12,13,41,2021,02
3320,2021-02-02 13:00:00,348,16,C16,13,14,41,2021,02
3321,2021-02-02 10:00:00,781,3,C15,10,11,41,2021,02
3322,2021-02-02 11:00:00,781,15,C15,11,12,41,2021,02
3323,2021-02-02 13:00:00,947,2,C15,13,14,41,2021,02
3324,2021-02-02 14:00:00,361,53,C15,14,15,41,2021,02
3325,2021-02-02 07:00:00,781,54,C14,7,8,41,2021,02
3326,2021-02-02 11:00:00,256,11,C14,11,12,41,2021,02
3327,2021-02-02 15:00:00,947,10,C14,15,16,41,2021,02
3328,2021-02-03 07:00:00,687,9,A18,7,8,41,2021,02
3329,2021-02-03 08:00:00,687,17,A18,8,9,41,2021,02
3330,2021-02-03 09:00:00,947,5,A18,9,10,41,2021,02
3331,2021-02-03 10:00:00,348,38,A18,10,11,41,2021,02
3332,2021-02-03 07:00:00,843,1,A17,7,8,41,2021,02
3333,2021-02-03 08:00:00,947,39,A17,8,9,41,2021,02
3334,2021-02-03 07:00:00,769,3,A15,7,8,41,2021,02
3335,2021-02-03 08:00:00,779,2,A15,8,9,41,2021,02
3336,2021-02-03 09:00:00,687,15,A15,9,10,41,2021,02
3337,2021-02-03 10:00:00,843,41,A15,10,11,41,2021,02
3338,2021-02-03 07:00:00,779,10,A14,7,8,41,2021,02
3339,2021-02-03 08:00:00,769,11,A14,8,9,41,2021,02
3340,2021-02-03 09:00:00,769,42,A14,9,10,41,2021,02
3341,2021-02-03 07:00:00,947,45,B17,7,8,41,2021,02
3342,2021-02-03 08:00:00,348,1,B17,8,9,41,2021,02
3343,2021-02-03 07:00:00,781,48,B14,7,8,41,2021,02
3344,2021-02-03 09:00:00,348,11,B14,9,10,41,2021,02
3345,2021-02-03 10:00:00,256,10,B14,10,11,41,2021,02
3346,2021-02-03 07:00:00,256,8,C16,7,8,41,2021,02
3347,2021-02-03 08:00:00,256,19,C16,8,9,41,2021,02
3348,2021-02-03 09:00:00,843,52,C16,9,10,41,2021,02
3349,2021-02-03 10:00:00,769,18,C16,10,11,41,2021,02
3350,2021-02-03 11:00:00,843,4,C16,11,12,41,2021,02
3351,2021-02-03 12:00:00,843,14,C16,12,13,41,2021,02
3352,2021-02-03 13:00:00,843,16,C16,13,14,41,2021,02
3353,2021-02-03 10:00:00,478,3,C15,10,11,41,2021,02
3354,2021-02-03 11:00:00,947,15,C15,11,12,41,2021,02
3355,2021-02-03 13:00:00,687,2,C15,13,14,41,2021,02
3356,2021-02-03 14:00:00,947,53,C15,14,15,41,2021,02
3357,2021-02-03 07:00:00,348,54,C14,7,8,41,2021,02
3358,2021-02-03 11:00:00,769,11,C14,11,12,41,2021,02
3359,2021-02-03 15:00:00,361,10,C14,15,16,41,2021,02
3360,2021-02-04 07:00:00,843,9,A18,7,8,41,2021,02
3361,2021-02-04 08:00:00,687,17,A18,8,9,41,2021,02
3362,2021-02-04 09:00:00,947,5,A18,9,10,41,2021,02
3363,2021-02-04 10:00:00,348,38,A18,10,11,41,2021,02
3364,2021-02-04 07:00:00,779,1,A17,7,8,41,2021,02
3365,2021-02-04 08:00:00,361,39,A17,8,9,41,2021,02
3366,2021-02-04 07:00:00,769,3,A15,7,8,41,2021,02
3367,2021-02-04 08:00:00,843,2,A15,8,9,41,2021,02
3368,2021-02-04 09:00:00,687,15,A15,9,10,41,2021,02
3369,2021-02-04 10:00:00,478,41,A15,10,11,41,2021,02
3370,2021-02-04 07:00:00,687,10,A14,7,8,41,2021,02
3371,2021-02-04 08:00:00,478,11,A14,8,9,41,2021,02
3372,2021-02-04 09:00:00,361,42,A14,9,10,41,2021,02
3373,2021-02-04 07:00:00,478,45,B17,7,8,41,2021,02
3374,2021-02-04 08:00:00,947,1,B17,8,9,41,2021,02
3375,2021-02-04 07:00:00,781,48,B14,7,8,41,2021,02
3376,2021-02-04 09:00:00,769,11,B14,9,10,41,2021,02
3377,2021-02-04 10:00:00,256,10,B14,10,11,41,2021,02
3378,2021-02-04 07:00:00,256,8,C16,7,8,41,2021,02
3379,2021-02-04 08:00:00,769,19,C16,8,9,41,2021,02
3380,2021-02-04 09:00:00,779,52,C16,9,10,41,2021,02
3381,2021-02-04 10:00:00,779,18,C16,10,11,41,2021,02
3382,2021-02-04 11:00:00,256,4,C16,11,12,41,2021,02
3383,2021-02-04 12:00:00,947,14,C16,12,13,41,2021,02
3384,2021-02-04 13:00:00,843,16,C16,13,14,41,2021,02
3385,2021-02-04 10:00:00,361,3,C15,10,11,41,2021,02
3386,2021-02-04 11:00:00,769,15,C15,11,12,41,2021,02
3387,2021-02-04 13:00:00,769,2,C15,13,14,41,2021,02
3388,2021-02-04 14:00:00,478,53,C15,14,15,41,2021,02
3389,2021-02-04 07:00:00,361,54,C14,7,8,41,2021,02
3390,2021-02-04 11:00:00,843,11,C14,11,12,41,2021,02
3391,2021-02-04 15:00:00,256,10,C14,15,16,41,2021,02
3392,2021-02-05 07:00:00,687,9,A18,7,8,41,2021,02
3393,2021-02-05 08:00:00,256,17,A18,8,9,41,2021,02
3394,2021-02-05 09:00:00,781,5,A18,9,10,41,2021,02
3395,2021-02-05 10:00:00,478,38,A18,10,11,41,2021,02
3396,2021-02-05 07:00:00,781,1,A17,7,8,41,2021,02
3397,2021-02-05 08:00:00,348,39,A17,8,9,41,2021,02
3398,2021-02-05 07:00:00,348,3,A15,7,8,41,2021,02
3399,2021-02-05 08:00:00,781,2,A15,8,9,41,2021,02
3400,2021-02-05 09:00:00,348,15,A15,9,10,41,2021,02
3401,2021-02-05 10:00:00,781,41,A15,10,11,41,2021,02
3402,2021-02-05 07:00:00,843,10,A14,7,8,41,2021,02
3403,2021-02-05 08:00:00,843,11,A14,8,9,41,2021,02
3404,2021-02-05 09:00:00,256,42,A14,9,10,41,2021,02
3405,2021-02-05 07:00:00,256,45,B17,7,8,41,2021,02
3406,2021-02-05 08:00:00,947,1,B17,8,9,41,2021,02
3407,2021-02-05 07:00:00,478,48,B14,7,8,41,2021,02
3408,2021-02-05 09:00:00,361,11,B14,9,10,41,2021,02
3409,2021-02-05 10:00:00,779,10,B14,10,11,41,2021,02
3410,2021-02-05 07:00:00,779,8,C16,7,8,41,2021,02
3411,2021-02-05 08:00:00,361,19,C16,8,9,41,2021,02
3412,2021-02-05 09:00:00,779,52,C16,9,10,41,2021,02
3413,2021-02-05 10:00:00,361,18,C16,10,11,41,2021,02
3414,2021-02-05 11:00:00,781,4,C16,11,12,41,2021,02
3415,2021-02-05 12:00:00,478,14,C16,12,13,41,2021,02
3416,2021-02-05 13:00:00,781,16,C16,13,14,41,2021,02
3417,2021-02-05 10:00:00,843,3,C15,10,11,41,2021,02
